file,year,day,headline,print_section,abstract,keywords,time,url,copyright
./raw_data/1963/1-1963.json,1963,Jan. 02,RAIL DEAL WAITS ACTION BY LABOR; Association to Decide Next Week on the Approval of C.&O. Control of B.&O RAIL DEAL WAITS ACTION BY LABOR,Key Error,"ICC, 8-3, approves acquisition of B&O by C&O; denies Justice Dept bid that acquisition be considered together with pending proposals for PRR-NY Central and Norfolk & Western-Nickel Plate mergers","[{'value': 'BALTIMORE & OHIO RR CO.', 'points': 513}]",05:00:00,https://www.nytimes.com/1963/01/02/archives/rail-deal-waits-action-by-labor-association-to-decide-next-week-on.html,Copyright (c) 2020 The New York Times Company. All Rights Reserved.
./raw_data/1963/1-1963.json,1963,Jan. 02,Kennedy Finds Prospects For Peace Better in 1963; Sees the Communists' Appeal Dimmed in Neutral Eyes by Cuban Setback but Warns of New Pressures BREATHING SPELL SEEN BY KENNEDY Disaster War Prevented Several Problems Remain,Key Error,"Pres Kennedy holds USSR setback in crisis checked Communist onrush, improved peace outlook; rev","[{'value': 'Cuba', 'points': 513}, {'value': 'International Relations', 'points': 512}, {'value': 'EAST-WEST RELATIONS (GEN)', 'points': 511}]",05:00:00,https://www.nytimes.com/1963/01/02/archives/kennedy-finds-prospects-for-peace-better-in-1963-sees-the.html,Copyright (c) 2020 The New York Times Company. All Rights Reserved.
./raw_data/1963/1-1963.json,1963,Jan. 02,"U.S.C. Beats Badgers, 42-37; L.S.U., Tide, Mississippi Win",Key Error,"NEW YORK. Southern California's Trojans  outlasted a battling Wisconsin team, 42 to 37, in the highest scoring Rose Bowl game in history yesterday, to highlight the New Year's day bowl games.  ",[],05:00:00,https://www.nytimes.com/1963/01/02/archives/usc-beats-badgers-4237-lsu-tide-mississippi-win.html,Copyright (c) 2020 The New York Times Company. All Rights Reserved.
./raw_data/1963/1-1963.json,1963,Jan. 02,"Senator Robert S. Kerr Is Dead; Wealthy Oklahoma Oil Man, 66; Backed Most Administration Measures, but Led Fight on Aged-Care Bill Senator Robert S. Kerr Is Dead; Wealthy Oklahoma Oil Man, 66 An Outstanding Speaker Lied to Join Army Emerged As A Power",Key Error,"Kerr, Robt S","[{'value': 'United States', 'points': 513}, {'value': 'CONGRESS', 'points': 512}, {'value': 'Senate', 'points': 511}, {'value': 'KERR, ROBT S', 'points': 510}, {'value': 'DEATHS', 'points': 509}, {'value': 'DEATHS', 'points': 508}]",05:00:00,https://www.nytimes.com/1963/01/02/archives/senator-robert-s-kerr-is-dead-wealthy-oklahoma-oil-man-66-backed.html,Copyright (c) 2020 The New York Times Company. All Rights Reserved.
./raw_data/1963/1-1963.json,1963,Jan. 02,RESEARCH AIDED IN NEW TAX PLAN; Treasury Seeks to Set Up Incentive for Industry-- Kennedy Approval Seen RESEARCH AIDED IN NEW TAX PLAN,Key Error,Pres Kennedy to propose full deduction for outlays for machinery and equipment for research in yr they are made; move called 'expensing' of capital investment; may seek repeal of Sen R B Lang amendment to '62 7% investment credit which kept depreciation at 93%,"[{'value': 'United States', 'points': 513}, {'value': 'United States', 'points': 512}, {'value': 'ECONOMY', 'points': 511}, {'value': 'INDUS RESEARCH', 'points': 510}, {'value': 'Taxation', 'points': 509}, {'value': 'FEDERAL', 'points': 508}, {'value': 'Income Tax', 'points': 507}]",05:00:00,https://www.nytimes.com/1963/01/02/archives/research-aided-in-new-tax-plan-treasury-seeks-to-set-up-incentive.html,Copyright (c) 2020 The New York Times Company. All Rights Reserved.
./raw_data/1963/1-1963.json,1963,Jan. 02,"WIDER GOALS SET BY ROCKEFELLER FOR HIS 2D TERM; Governor's Inaugural Talk Outlines 4 Major Areas for Progress in N.Y. COMMUNIST PERIL IS HIT 'Human Dignity, Freedom and Equal Opportunity' Called Stakes in Race Avoids National Affairs",Key Error,"ALBANY, N.Y., Jan. 1 -- Gov. Nelson Rockefeller began his second four-year term today with a pledge to continue to seek ""the best means to insure an ever richer fulfillment of the American dream.""","[{'value': 'New York State', 'points': 513}, {'value': 'New York State', 'points': 512}, {'value': 'New York State', 'points': 511}, {'value': 'New York State', 'points': 510}, {'value': 'New York State', 'points': 509}, {'value': 'New York State', 'points': 508}, {'value': 'New York State', 'points': 507}, {'value': 'Rockefeller, Nelson Aldrich', 'points': 506}, {'value': 'Rockefeller, Nelson Aldrich', 'points': 505}, {'value': 'Rockefeller, Nelson Aldrich', 'points': 504}, {'value': 'Rockefeller, Nelson Aldrich', 'points': 503}, {'value': 'Rockefeller, Nelson Aldrich', 'points': 502}, {'value': 'Colleges and Universities', 'points': 501}, {'value': 'INAUGURATION', 'points': 500}, {'value': 'CAREER', 'points': 499}, {'value': 'ADDRESSES, LETTERS, PROCLAMATIONS AND STATEMENTS', 'points': 498}, {'value': 'INAUGURATION', 'points': 497}, {'value': 'PORTRAITS AND ILLUSTRATIONS', 'points': 496}, {'value': 'AUTOMATION', 'points': 495}, {'value': 'AUTOMATION', 'points': 494}, {'value': 'GOVERNOR', 'points': 493}, {'value': 'GOVERNOR', 'points': 492}, {'value': 'Politics and Government', 'points': 491}, {'value': 'ECONOMIC CONDITIONS', 'points': 490}, {'value': 'Politics and Government', 'points': 489}, {'value': 'ECONOMIC CONDITIONS', 'points': 488}]",05:00:00,https://www.nytimes.com/1963/01/02/archives/wider-goals-set-by-rockefeller-for-his-2d-term-governors-inaugural.html,Copyright (c) 2020 The New York Times Company. All Rights Reserved.
./raw_data/1963/1-1963.json,1963,Jan. 02,KHRUSHCHEV ASKS A BERLIN ACCORD; REASSURES CUBA; New Year's Message Vows Backing for Castro Regime --West Warned on Arms No Time Limits Are Set Khrushchev Asks Berlin Accord; Vows Support of Castro Regime,Key Error,Kremlin ball,"[{'value': 'Germany', 'points': 513}, {'value': 'BERLIN', 'points': 512}, {'value': 'Cuba', 'points': 511}, {'value': 'International Relations', 'points': 510}, {'value': 'EAST-WEST RELATIONS (GEN)', 'points': 509}, {'value': 'MISCELLANEOUS SECTION', 'points': 508}, {'value': 'New Year', 'points': 507}]",05:00:00,https://www.nytimes.com/1963/01/02/archives/khrushchev-asks-a-berlin-accord-reassures-cuba-new-years-message.html,Copyright (c) 2020 The New York Times Company. All Rights Reserved.
./raw_data/1963/1-1963.json,1963,Jan. 02,Peking Defends Hard Line And Rules Out Coexistence; PEKING DEFENDS ITS TOUGH POLICY,Key Error,Peking Jermin Jihpao notes '62 stress on agr; repts gains,"[{'value': 'China', 'points': 513}, {'value': 'MAINLAND (INTERNAL AFFAIRS)', 'points': 512}, {'value': 'FAR EAST AND PACIFIC AREAS', 'points': 511}, {'value': 'CHINA, COMMUNIST', 'points': 510}, {'value': 'MISCELLANEOUS SECTION', 'points': 509}, {'value': 'COMMUNISM', 'points': 508}, {'value': 'Festivals', 'points': 507}, {'value': 'AGRICULTURE AND AGRICULTURAL PRODUCTS', 'points': 506}]",05:00:00,https://www.nytimes.com/1963/01/02/archives/peking-defends-hard-line-and-rules-out-coexistence-peking-defends.html,Copyright (c) 2020 The New York Times Company. All Rights Reserved.
./raw_data/1963/1-1963.json,1963,Jan. 02,DE GAULLE SEES ATOM FORCE IN '63; Sets Ambitious Program for Year--Asks West European Union to Balance U.S. DE GAULLE SEES ATOM FORCE IN '63 European Unity Put First Prosperity Held at Peak,Key Error,"Pres de Gaulle, in New Yr message to armed forces, sees France bldg ind nuclear striking force in '63","[{'value': 'France', 'points': 513}, {'value': 'France', 'points': 512}, {'value': 'Politics and Government', 'points': 511}, {'value': 'ARMAMENT, DEFENSE AND MILITARY FORCES', 'points': 510}]",05:00:00,https://www.nytimes.com/1963/01/02/archives/de-gaulle-sees-atom-force-in-63-sets-ambitious-program-for-yearasks.html,Copyright (c) 2020 The New York Times Company. All Rights Reserved.
./raw_data/1963/1-1963.json,1963,Jan. 02,Romney Demands Crusade To Rehabilitate Michigan; Two Republican Leaders Begin Gubernatorial Terms,Key Error,Inaugurated; illus,"[{'value': 'Michigan', 'points': 513}, {'value': 'Romney, George', 'points': 512}]",05:00:00,https://www.nytimes.com/1963/01/02/archives/romney-demands-crusade-to-rehabilitate-michigan-two-republican.html,Copyright (c) 2020 The New York Times Company. All Rights Reserved.
