file,year,day,headline,print_section,abstract,keywords,time,url,copyright
./raw_data/1962/1-1962.json,1962,Jan. 01,Soviet-Chinese Rift On Ideology Widens; Soviet-Red Chinese Rift Widens In Exchange of Bitter Charges Albanians Denounced Debate Flared at Meeting Party Talks Expected Chinese Assail Talks,Key Error,USSR and Communist Chinese ideological rift widens; USSR pubs assail Chinese-held view that war is inevitable; 1 attributes similar view to V M Molotov,"[{'value': 'International Relations', 'points': 513}, {'value': 'EAST-WEST RELATIONS (GEN)', 'points': 512}, {'value': 'COMMUNISM', 'points': 511}]",05:00:00,https://www.nytimes.com/1962/01/01/archives/sovietchinese-rift-on-ideology-widens-sovietred-chinese-rift-widens.html,Copyright (c) 2020 The New York Times Company. All Rights Reserved.
./raw_data/1962/1-1962.json,1962,Jan. 01,"T.W.U. BUS STRIKE HALTS TWO LINES AS PACT EXPIRES; Owners of Fifth Avenue and Surface Companies Fail in Plea for More Aid 6,000 EMPLOYES GO OUT They Leave Jobs on Routes in Bronx and Manhattan That Serve 1,300,000 Delay in Impact T.W.U. BUS STRIKE HALTS TWO LINES",Key Error,bus co and TWU reach pact,"[{'value': 'Yonkers', 'points': 513}, {'value': 'NEW YORK CITY TRANSIT SYSTEM', 'points': 512}, {'value': 'NEW YORK CITY TRANSIT SYSTEM', 'points': 511}, {'value': 'FARES', 'points': 510}, {'value': 'LABOR', 'points': 509}, {'value': 'Transit Systems', 'points': 508}]",05:00:00,https://www.nytimes.com/1962/01/01/archives/twu-bus-strike-halts-two-lines-as-pact-expires-owners-of-fifth.html,Copyright (c) 2020 The New York Times Company. All Rights Reserved.
./raw_data/1962/1-1962.json,1962,Jan. 01,Wagner Gives Jobs to 7 Who Helped to Elect Him; Joint Ceremony MAYOR REWARDS 7 FOR POLITICAL AID Two Major Appointments,Key Error,Sworn in,"[{'value': 'NYC', 'points': 513}, {'value': 'New York City', 'points': 512}, {'value': 'New York City', 'points': 511}, {'value': 'New York City', 'points': 510}, {'value': 'New York City', 'points': 509}, {'value': 'New York City', 'points': 508}, {'value': 'New York City', 'points': 507}, {'value': 'New York City', 'points': 506}, {'value': 'Democratic Party', 'points': 505}, {'value': ""CONTROLLER'S OFFICE"", 'points': 504}, {'value': 'PAROLE COMM', 'points': 503}, {'value': 'CITY COUNCIL', 'points': 502}, {'value': 'MAHER, JOHN C.', 'points': 501}, {'value': 'SUCHMAN, HARRY', 'points': 500}, {'value': 'KOEHLER, HERBERT A.', 'points': 499}, {'value': 'QUINN, JOHN J.', 'points': 498}, {'value': 'BURKE, ADRIAN P.', 'points': 497}, {'value': 'WAGNER, ROBERT FERDINAND', 'points': 496}, {'value': 'WAGNER, ROBERT FERDINAND', 'points': 495}, {'value': 'WAGNER, ROBERT FERDINAND JR.', 'points': 494}, {'value': 'WAGNER, ROBERT FERDINAND', 'points': 493}, {'value': 'WAGNER, DUNCAN', 'points': 492}, {'value': 'SCREVANE, PAUL ROGERS', 'points': 491}, {'value': 'BEAME, ABRAHAM DAVID', 'points': 490}, {'value': 'DEPARTMENTS AND AGENCIES', 'points': 489}, {'value': 'DEPARTMENTS AND AGENCIES', 'points': 488}, {'value': 'MAYOR', 'points': 487}, {'value': 'Politics and Government', 'points': 486}, {'value': 'DEPARTMENTS AND AGENCIES', 'points': 485}, {'value': 'WATER SUPPLY, GAS AND ELECTRICITY', 'points': 484}, {'value': 'DEPARTMENTS AND AGENCIES', 'points': 483}, {'value': 'LICENSES', 'points': 482}, {'value': 'Elections', 'points': 481}, {'value': 'PORS AND ILLUS', 'points': 480}]",05:00:00,https://www.nytimes.com/1962/01/01/archives/wagner-gives-jobs-to-7-who-helped-to-elect-him-joint-ceremony-mayor.html,Copyright (c) 2020 The New York Times Company. All Rights Reserved.
./raw_data/1962/1-1962.json,1962,Jan. 01,BUDGET TO SEEK FUNDS TO EXPAND MISSILE PROJECTS; 4.1 Billion to Be Asked for the Minuteman and Polaris --Defense Total 51 Billion No 'Missile Gap' Nuclear Deterrent BUDGET ASKS RISE IN ATOMIC FORCES Polaris Program Deterrent 'Primary Concern',Key Error,"Adm expected to ask $2 billion, fiscal '63","[{'value': 'United States', 'points': 513}, {'value': 'United States', 'points': 512}, {'value': 'MISSILES', 'points': 511}, {'value': 'MINUTEMAN', 'points': 510}, {'value': 'MISSILES', 'points': 509}, {'value': 'POLARIS', 'points': 508}]",05:00:00,https://www.nytimes.com/1962/01/01/archives/budget-to-seek-funds-to-expand-missile-projects-41-billion-to-be.html,Copyright (c) 2020 The New York Times Company. All Rights Reserved.
./raw_data/1962/1-1962.json,1962,Jan. 01,Lebanon Puts Down Coup by Rightists; LEBANON CRUSHES COUP BY RIGHTISTS Rebels Taken in Hills Cairo Accuses Britain,Key Error,Rightist coup with apparent backing of Popular Syrian party suppressed; party leader A Saadeh held; Cairo sources blame GB; map,"[{'value': 'Middle East', 'points': 513}, {'value': 'Lebanon', 'points': 512}, {'value': 'POLITICS AND SECURITY', 'points': 511}, {'value': 'RELATIONS AMONG MIDEAST STATES', 'points': 510}]",05:00:00,https://www.nytimes.com/1962/01/01/archives/lebanon-puts-down-coup-by-rightists-lebanon-crushes-coup-by.html,Copyright (c) 2020 The New York Times Company. All Rights Reserved.
./raw_data/1962/1-1962.json,1962,Jan. 01,PLEDGES OF PEACE MADE BY KENNEDY AND KHRUSHCHEV; Leaders Acknowledge Grave Responsibility to Humanity in New Year's Greetings NOTES ARE EXCHANGED President Stresses Hope for 'Improvement in Relations' Between Two Countries Message to Armed Forces TWO LEADERS GIVE PLEDGES OF PEACE Cites Vienna Meeting Kennedy Gives Pledge Sacrifices Are Noted No Fish for Kennedy,Key Error,New Yr's message to Pres Kennedy; text,"[{'value': 'Kennedy, John Fitzgerald', 'points': 513}, {'value': 'Kennedy, John Fitzgerald', 'points': 512}, {'value': 'KHRUSHCHEV, NIKITA SERGEYEVICH', 'points': 511}, {'value': 'International Relations', 'points': 510}, {'value': 'EAST-WEST RELATIONS (GEN)', 'points': 509}, {'value': 'ADDRESSES, LETTERS, PROCLAMATIONS AND STATEMENTS', 'points': 508}, {'value': 'Travel and Vacations', 'points': 507}, {'value': 'ADDRESSES, LETTERS, MESSAGES AND STATEMENTS', 'points': 506}]",05:00:00,https://www.nytimes.com/1962/01/01/archives/pledges-of-peace-made-by-kennedy-and-khrushchev-leaders-acknowledge.html,Copyright (c) 2020 The New York Times Company. All Rights Reserved.
./raw_data/1962/1-1962.json,1962,Jan. 01,SAIGON BUILDS UP FOR DRIVE ON FOE; Hopes New Techniques Will Turn Tide Against Reds Aide to Rusk Softens Charges Of Katanga Propaganda Drive Belgians Protest to Kennedys,Key Error,"S Vietnam, with US aid, prepares strong counter-offensive against Communist Viet Cong guerrillas; to use aerial chem sprays to 'defoliate' trees to better reveal enemy bases, and other new techniques","[{'value': 'Vietnam', 'points': 513}]",05:00:00,https://www.nytimes.com/1962/01/01/archives/saigon-builds-up-for-drive-on-foe-hopes-new-techniques-will-turn.html,Copyright (c) 2020 The New York Times Company. All Rights Reserved.
./raw_data/1962/1-1962.json,1962,Jan. 01,U.S. BERLIN POLICE HALT SOVIET CARS; Identity Check Is Designed to Enforce Ban on Russian Commandant and Aide Halting at Checkpoint U.S. BERLIN POLICE HALT SOVIET CARS Address by Ulbricht,Key Error,"Chmn Ulbricht scores econ shortcomings, TV s","[{'value': 'Germany', 'points': 513}, {'value': 'BERLIN', 'points': 512}, {'value': 'Germany', 'points': 511}, {'value': 'MISCELLANEOUS SECTION', 'points': 510}, {'value': 'ECONOMY AND FINANCES', 'points': 509}, {'value': 'EAST', 'points': 508}]",05:00:00,https://www.nytimes.com/1962/01/01/archives/us-berlin-police-halt-soviet-cars-identity-check-is-designed-to.html,Copyright (c) 2020 The New York Times Company. All Rights Reserved.
./raw_data/1962/1-1962.json,1962,Jan. 01,RUSK AIDE SOFTENS KATANGA CHARGES; McGhee Denies That Talks by Williams and Rowan Had Top Clearance 'Appropriate' Clearance SAIGON BUILDS UP FOR DRIVE ON FOE Activity in North New U.S. Aid Plans Due,Key Error,"US Under Sec McGhee says Dec ss by Asst Secs Williams and Rowan, charging opposition to UN in secessionist Katanga Prov is spurred by well-financed propaganda machine headed by M Struelens in NYC, got 'appropriate' State Dept clearance but not at highest levels, TV int","[{'value': 'CONGO, REPUBLIC OF (FORMERLY BELGIAN CONGO)', 'points': 513}]",05:00:00,https://www.nytimes.com/1962/01/01/archives/rusk-aide-softens-katanga-charges-mcghee-denies-that-talks-by.html,Copyright (c) 2020 The New York Times Company. All Rights Reserved.
./raw_data/1962/1-1962.json,1962,Jan. 01,"ROAD TOLL IS LOW AS U.S. GREETS '62; Revelry Costs Are Up, but Road Deaths Dip Sharply for Three-Day Holiday City Toll Rises ROAD TOLL IS LOW AS U.S. GREETS '62 Night Clubs Filled",Key Error,New Yr celebration; illus,"[{'value': 'TIMES SQUARE (NYC)', 'points': 513}, {'value': 'New Year', 'points': 512}]",05:00:00,https://www.nytimes.com/1962/01/01/archives/road-toll-is-low-as-us-greets-62-revelry-costs-are-up-but-road.html,Copyright (c) 2020 The New York Times Company. All Rights Reserved.
